"Idioma Destino","Valor","Recurso","Arquivo","Caminho"
"Espanhol (Espanha)","Em solicitação de cadastro es-ES","Em_solicitacao_de_cadastro","Label.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Label.es.resx"
"Ingles","Alterar o valor orçado do item en-us","Alterar_o_valor_orcado_do_item","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Deseja realmente alterar o valor orçado do item da cotação? en-us","Deseja_realmente_alterar_o_valor_orcado_do_item_da_cotacao","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Deseja replicar a seleção deste contrato para os demais itens do fornecedor? en-us","Deseja_replicar_a_seleção_deste_contrato_para_os_demais_itens_do_fornecedor","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Deseja prosseguir en-us?","Deseja_prosseguir","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Possui um ou mais item(ns), sem contrato selecionado, neste caso o(s) item(ns) será(ão) apenas encerrado(s) en-us.","Possui_um_ou_mais_item_sem_contrato_selecionado_neste_caso_o_item_serao_apenas_encerrado","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Possui um ou mais contrato(s) selecionado(s), que já possui(em) o(s) item(s) negociado(s). Portanto os item(s) será(ão) atualizado(s) quando gerado o aditivo en-us.","Possui_um_ou_mais_contrato_selecionado_que_ja_possui_o_item_negociado","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Item {0} closed releasing the requisitions. Motivo: {1}. en-us","Item_encerrado_liberando_requisicoes_motivo.","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","{0} item closed not releasing requests. Motivo: {1}. en-us","Item_encerrado_nao_liberando_requisicoes_motivo","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Valor orçado do item {0}, foi alterado de {1} para {2}. Justificativa: {3} en-us","Valor_orcado_item_W_alterado_de_X_para_Y_Justificativa_Z","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Item {0} salvo sem centro de custo. en-us","Item_X_salvo_sem_centro_custo","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","É necessário que todos os itens da(s) cotação(ões) tenham requisição associada. en-us","E_necessario_que_todos_os_itens_das_cotacoes_tenham_requisicao_associada","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Ação não permitida. Há Contrato(s) gerado(s) para esta cotação. Você pode visualizá-los no painel de controle, link ""Contratos da cotação"". -en-us","Acao_nao_permitida_ha_contrato_gerados_para_esta_cotacao_Voce_pode_visualizalos_no_painel_controle_link_Contratos_da_cotacao","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","O item {0} foi encerrado para geração do aditivo de contrato Nº {1}. Motivo: {2} en-us","O_item_x_foi_encerrado_para_geracao_do_aditivo_de_contrato_xx_Motivo","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Proposta não pode ser excluída. en-us","Proposta_nao_pode_ser_excluida","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Existem itens com o valor {0} superior ao valor {1}! Deseja continuar? en-us","Existem_itens_com_o_valor_X_superior_ao_valor_Y_deseja_continuar","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Não é permitido encerrar itens com vencedor, onde o valor {0} seja superior ao valor {1}. en-us","Nao_e_permitido_encerrar_itens_com_vencedor_onde_o_valor_X_seja_superior_ao_valor_Y","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Ação não permitida. Há contratos aditivos para alguns itens desta cotação. en-us","Acao_nao_permitida_Ha_contratos_aditivos_para_alguns_itens_desta_cotacao","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","A cotação não possui itens para o pedido {0}. en-us","Cotacao_nao_possui_itens_para_o_pedido","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","A cotação não possui itens para o contrato {0}. en-us","Cotacao_nao_possui_itens_para_o_contrato","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","O item {0} foi excluído no pedido {1}. -en-us","O_item_X_foi_excluido_no_pedido_Y","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Valor da última compra {0}. en-us","Campo_valor_ultima_compra","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Valor da última compra do item {0} foi alterado de {1} para {2}. Salvo com cálculo de valor de referência. en-us","Valor_ultima_compra_item_W_alterado_de_X_para_Y_item_salvo_com_calculo_valor_referencia","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Valor da última compra do item {0} foi alterado de {1} para {2}. Salvo sem cálculo de valor de referência. en-us","Valor_ultima_compra_item_W_alterado_de_X_para_Y_item_salvo_sem_calculo_valor_referencia","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","A sessão de taxas e impostos deve ser preenchida. en-us","A_sessao_de_taxas_e_impostos_deve_ser_preenchida","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Medicao cancelada por cancelamento de pedido. en-US","Medicao_cancelada_por_pedido","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","O item {0} foi canelado por cancelamento de pedido. en-US","Medicao_item_cancelado_por_pedido","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Operação não permitida. Para continuar, informe se é optante do Simples nacional no cadastro da empresa. en-us","Acao_nao_permitida_para_continuar_informe_se_eh_optante_so_simples_no_cadastro_da_empresa","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Todas as propostas do fornecedor {0} receberam informações de importação com os seguintes valores: Custo de importação unitário {3} {1} e Crédito tributário unitário {3} {2} -en-us","Todas_as_proposta_do_fornecedor_X_receberam_informacoes_de_importacao_com_os_seguintes_valores_Custo_de_importacao_unitario_X_X_e_Credito_tributario_unitario_X_X","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Item {0} concluído sem pedido na cotação. Motivo: {1} en-us","Item_concluido_sem_pedido_nacotacao_motivo","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Item {0} concluído sem pedido na cotação. Motivo: {1} en-us","Item_X_concluido_sem_pedido_na_cotacao_motivo_Y","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Para efetuar essa operação é necessário salvar a cotação primeiro. en-us","Para_efetuar_essa_operacao_e_necessario_salvar_a_cotacao_primeiro","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Anexo do termo de concordância {0} incluido na cotação. en-us","Anexo_X_incluido_na_cotacao","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Anexo do termo de concordância {0} excluído da cotação. en-us","Anexo_X_excluido_da_cotacao","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Item {0} foi encerrado sem possuir a melhor proposta. Justificativa: {1} en-us","Item_x_foi_encerrado_sem_possuir_a_melhor_proposta_y","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Encerrada en-us","Encerrada","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Encerrada com catálogo en-us","Encerrada_com_catalogo","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Encerrada com contrato en-us","Encerrada_com_contrato","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Encerrada com pedido en-us","Encerrada_com_pedido","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Encerrada para aprovação en-us","Encerrada_para_aprovacao","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Encerrada para contraoferta en-us","Encerrada_para_contra_oferta","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Não foi possível efetuar a operação, a cotação encontra se: {0}. en-us","Nao_foi_possivel_efetuar_a_operacao_a_cotacao_encontra_se_X","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Foi detectado endereços cadastrados para esse item.<br />Para alterar a empresa compradora é necessário excluir os endereços cadastrados previamente. en-us","Foi_detectado_enderecos_cadastrados_para_esse_item_para_alterar_a_empresa_compradora_e_necessário_excluir_os_endereços_cadastrados_previamente","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Não foi possível encerrar a cotação pois há itens ativos. en-us","Nao_foi_possivel_encerrar_cotacao_itens_ativos","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Ingles","Não foi possível inserir o item pois a cotação está encerrada. en-us","Nao_foi_possivel_inserir_item_cotacao_encerrada","Mensagem.en-us.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.en-us.resx"
"Espanhol (Espanha)","Alterar o valor orçado do item es-es","Alterar_o_valor_orcado_do_item","Mensagem.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.es.resx"
"Espanhol (Espanha)","Deseja realmente alterar o valor orçado do item da cotação? es-es","Deseja_realmente_alterar_o_valor_orcado_do_item_da_cotacao","Mensagem.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.es.resx"
"Espanhol (Espanha)","Deseja replicar a seleção deste contrato para os demais itens do fornecedor? es-es","Deseja_replicar_a_seleção_deste_contrato_para_os_demais_itens_do_fornecedor","Mensagem.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.es.resx"
"Espanhol (Espanha)","Deseja prosseguir es-es?","Deseja_prosseguir","Mensagem.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.es.resx"
"Espanhol (Espanha)","Possui um ou mais contrato(s) selecionado(s), que já possui(em) o(s) item(s) negociado(s). Portanto os item(s) será(ão) atualizado(s) quando gerado o aditivo es-es.","Possui_um_ou_mais_contrato_selecionado_que_ja_possui_o_item_negociado","Mensagem.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.es.resx"
"Espanhol (Espanha)","Possui um ou mais item(ns), sem contrato selecionado, neste caso o(s) item(ns) será(ão) apenas encerrado(s) es-es.","Possui_um_ou_mais_item_sem_contrato_selecionado_neste_caso_o_item_serao_apenas_encerrado","Mensagem.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.es.resx"
"Ingles","Es necesario que todos los ítems de la(s) cotización(es) tengan condición de pago. en-us","E_necessario_que_todos_os_itens_das_cotacoes_tenham_condicao_de_pagamento1","Mensagem.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.es.resx"
"Espanhol (Espanha)","Ítem {0} cerrado liberando las requisiciones. Motivo: {1}. es-es","Item_encerrado_liberando_requisicoes_motivo.","Mensagem.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.es.resx"
"Espanhol (Espanha)","Ítem {0} finalizado no liberando las requisiciones. Motivo:{1}. es-es","Item_encerrado_nao_liberando_requisicoes_motivo","Mensagem.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.es.resx"
"Espanhol (Espanha)","Valor orçado do item {0}, foi alterado de {1} para {2}. Justificativa: {3} es-es","Valor_orcado_item_W_alterado_de_X_para_Y_Justificativa_Z","Mensagem.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.es.resx"
"Espanhol (Espanha)","Item {0} salvo sem centro de custo. es-es","Item_X_salvo_sem_centro_custo","Mensagem.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.es.resx"
"Espanhol (Espanha)","É necessário que todos os itens da(s) cotação(ões) tenham requisição associada. es-es","E_necessario_que_todos_os_itens_das_cotacoes_tenham_requisicao_associada","Mensagem.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.es.resx"
"Espanhol (Espanha)","Ação não permitida. Há Contrato(s) gerado(s) para esta cotação. Você pode visualizá-los no painel de controle, link ""Contratos da cotação"". -es-es","Acao_nao_permitida_ha_contrato_gerados_para_esta_cotacao_Voce_pode_visualizalos_no_painel_controle_link_Contratos_da_cotacao","Mensagem.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.es.resx"
"Espanhol (Espanha)","O item {0} foi encerrado para geração do aditivo de contrato Nº {1}. Motivo: {2} es-es","O_item_x_foi_encerrado_para_geracao_do_aditivo_de_contrato_xx_Motivo","Mensagem.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.es.resx"
"Espanhol (Espanha)","Proposta não pode ser excluída. es-es","Proposta_nao_pode_ser_excluida","Mensagem.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.es.resx"
"Ingles","¡Atención! Identificamos que uno o más proveedores han sido eliminados con la cotización restringida. La está cambiando para sin restricciones y esta acción rehará la participación de los proveedores. ¿Desea seguir? en-us","Sistema_identificou_foram_removidos_da_cotacao_qdo_restrita","Mensagem.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.es.resx"
"Espanhol (Espanha)","Existem itens com o valor {0} superior ao valor {1}! Deseja continuar? es-es","Existem_itens_com_o_valor_X_superior_ao_valor_Y_deseja_continuar","Mensagem.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.es.resx"
"Espanhol (Espanha)","Não é permitido encerrar itens com vencedor, onde o valor {0} seja superior ao valor {1}. es-es","Nao_e_permitido_encerrar_itens_com_vencedor_onde_o_valor_X_seja_superior_ao_valor_Y","Mensagem.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.es.resx"
"Espanhol (Espanha)","Ação não permitida. Há contratos aditivos para alguns itens desta cotação. es-es","Acao_nao_permitida_Ha_contratos_aditivos_para_alguns_itens_desta_cotacao","Mensagem.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.es.resx"
"Espanhol (Espanha)","A cotação não possui itens para o pedido {0}. es-es","Cotacao_nao_possui_itens_para_o_pedido","Mensagem.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.es.resx"
"Espanhol (Espanha)","A cotação não possui itens para o contrato {0}. es-es","Cotacao_nao_possui_itens_para_o_contrato","Mensagem.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.es.resx"
"Espanhol (Espanha)","Valor da última compra {0}. es-es","Campo_valor_ultima_compra","Mensagem.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.es.resx"
"Espanhol (Espanha)","Valor da última compra do item {0} foi alterado de {1} para {2}. Salvo com cálculo de valor de referência. es-es","Valor_ultima_compra_item_W_alterado_de_X_para_Y_item_salvo_com_calculo_valor_referencia","Mensagem.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.es.resx"
"Espanhol (Espanha)","Valor da última compra do item {0} foi alterado de {1} para {2}. Salvo sem cálculo de valor de referência. es-es","Valor_ultima_compra_item_W_alterado_de_X_para_Y_item_salvo_sem_calculo_valor_referencia","Mensagem.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.es.resx"
"Espanhol (Espanha)","A sessão de taxas e impostos deve ser preenchida. es-es","A_sessao_de_taxas_e_impostos_deve_ser_preenchida","Mensagem.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.es.resx"
"Espanhol (Espanha)","Medicao cancelada por cancelamento de pedido. es-ES","Medicao_cancelada_por_pedido","Mensagem.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.es.resx"
"Espanhol (Espanha)","O item {0} foi canelado por cancelamento de pedido. es-ES","Medicao_item_cancelado_por_pedido","Mensagem.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.es.resx"
"Espanhol (Espanha)","Operação não permitida. Para continuar, informe se é optante do Simples nacional no cadastro da empresa. es-es","Acao_nao_permitida_para_continuar_informe_se_eh_optante_so_simples_no_cadastro_da_empresa","Mensagem.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.es.resx"
"Espanhol (Espanha)","Item {0} concluído sem pedido na cotação. Motivo: {1} es-es","Item_concluido_sem_pedido_nacotacao_motivo","Mensagem.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.es.resx"
"Espanhol (Espanha)","Todas as propostas do fornecedor {0} receberam informações de importação com os seguintes valores: Custo de importação unitário {3} {1} e Crédito tributário unitário {3} {2} -es-es","Todas_as_proposta_do_fornecedor_X_receberam_informacoes_de_importacao_com_os_seguintes_valores_Custo_de_importacao_unitario_X_X_e_Credito_tributario_unitario_X_X","Mensagem.es.resx","Componentes\eproc\Resources\Paradigma.Wbc.Cotacao.ResourcesCotacao\Mensagem.es.resx"
